url,country_code,canonical_url,crawler_path,priority,notes
https://www.bamberger-symphoniker.de/,DE,,crawlers/de/bamberger_symphoniker_de,0,Discovered via Bachtrack BT0019; classification=concert_organization; review_confidence=high; evidence=https://www.bamberger-symphoniker.de/en/programme-tickets/concert-overview/guest-at-herbstgold-festival-17-09-2026.html; Official orchestra programme and tickets.
https://www.bavaria-klassik.de/,DE,,crawlers/de/bavaria_klassik_de,0,Discovered via Bachtrack BT0022; classification=concert_organization; review_confidence=high; evidence=https://www.bavaria-klassik.de/konzert/NEW682c561270ae9681593875/festkonzert-in-den-arkaden-von-schloss-schleissheim; Classical concert promoter publishes programme listings.
https://www.beethovenfest.de/,DE,,crawlers/de/beethovenfest_de,0,Discovered via Bachtrack BT0026; classification=concert_organization; review_confidence=high; evidence=https://www.beethovenfest.de/de/programm-tickets/vilde-frang-london-symphony-orchestra/817; Beethovenfest official programme.
https://www.berliner-symphoniker.de/,DE,,crawlers/de/berliner_symphoniker_de,0,Discovered via Bachtrack BT0027; classification=concert_organization; review_confidence=high; evidence=https://www.berliner-symphoniker.de/konzert-zum-tag-der-deutschen-einheit-26/; Official orchestra concert calendar.
https://www.berlinerfestspiele.de/,DE,,crawlers/de/berlinerfestspiele_de,0,Discovered via Bachtrack BT0028; classification=concert_organization; review_confidence=high; evidence=https://www.berlinerfestspiele.de/en/musikfest-berlin/programm/2026/kalender/finnish-radio-symphony-orchestra-helsinki-chamber-choir; Official Musikfest Berlin programme.
https://www.deutsches-theater.de/,DE,,crawlers/de/deutsches_theater_de,0,Discovered via Bachtrack BT0057; classification=broad_event_source; review_confidence=medium; evidence=https://www.deutsches-theater.de/carmen/; Human-approved broad musical-theatre source for crawler-factory evaluation.
https://www.dresdnerphilharmonie.de/,DE,,crawlers/de/dresdnerphilharmonie_de,0,Discovered via Bachtrack BT0059; classification=concert_organization; review_confidence=high; evidence=https://www.dresdnerphilharmonie.de/de/konzerte-tickets/konzertkalender-dresden/canaletto-das-dresdner-stadtfest-viva-la-vida/; Dresdner Philharmonie concert calendar.
https://www.heinersdorff-konzerte.de/,DE,,crawlers/de/heinersdorff_konzerte_de,0,Discovered via Bachtrack BT0078; classification=concert_organization; review_confidence=high; evidence=https://www.heinersdorff-konzerte.de/de/konzerte/gstaad-festival-orchestra/1971; Classical concert promoter calendar.
https://www.koelner-kammerorchester.de/,DE,,crawlers/de/koelner_kammerorchester_de,0,Discovered via Bachtrack BT0088; classification=concert_organization; review_confidence=high; evidence=https://www.koelner-kammerorchester.de/beethoven-pur-18-10-2026/; Official chamber orchestra concert listing.
https://www.komische-oper-berlin.de/,DE,,crawlers/de/komische_oper_berlin_de,0,Discovered via Bachtrack BT0089; classification=concert_organization; review_confidence=high; evidence=https://www.komische-oper-berlin.de/en/what/a-z/bitte-mit-b/; Komische Oper Berlin official programme.
https://www.konzerthaus-dortmund.de/,DE,,crawlers/de/konzerthaus_dortmund_de,0,Discovered via Bachtrack BT0091; classification=venue_or_presenter; review_confidence=high; evidence=https://www.konzerthaus-dortmund.de/de/programm/17-09-2026-daniel-barenboim-west-eastern-divan-orchestra; Major concert hall programme.
https://www.meisterkonzerte-braunschweig.de/,DE,,crawlers/de/meisterkonzerte_braunschweig_de,0,Discovered via Bachtrack BT0108; classification=concert_organization; review_confidence=high; evidence=https://www.meisterkonzerte-braunschweig.de/de/konzerte/rudolf-buchbinder/2114; Classical concert promoter calendar.
https://www.meisterkonzerte-bremen.de/,DE,,crawlers/de/meisterkonzerte_bremen_de,0,Discovered via Bachtrack BT0109; classification=concert_organization; review_confidence=high; evidence=https://www.meisterkonzerte-bremen.de/de/konzerte/igor-levit/2020; Classical concert presenter programme.
https://www.mphil.de/,DE,,crawlers/de/mphil_de,0,Discovered via Bachtrack BT0194; classification=concert_organization; review_confidence=high; evidence=https://tickets.muenchenticket.de/shop/142/link/event/448061; Muenchen Ticket link is for Munich Philharmonic; use orchestra official programme.
https://www.nwd-philharmonie.de/,DE,,crawlers/de/nwd_philharmonie_de,0,Discovered via Bachtrack BT0122; classification=concert_organization; review_confidence=high; evidence=https://www.nwd-philharmonie.de/konzert-detailseite/; North West German Philharmonic concert calendar.
https://www.proarte.de/,DE,,crawlers/de/proarte_de,0,Discovered via Bachtrack BT0151; classification=concert_organization; review_confidence=high; evidence=https://www.proarte.de/de/konzerte/pittsburgh-symphony-orchestra/2043; Classical concert presenter programme.
https://www.promusica-hannover.de/,DE,,crawlers/de/promusica_hannover_de,0,Discovered via Bachtrack BT0152; classification=concert_organization; review_confidence=high; evidence=https://www.promusica-hannover.de/de/konzerte/benefizkonzert-live-music-now/2120; Pro Musica Hannover concert promoter programme.
https://www.rheingau-musik-festival.de/,DE,,crawlers/de/rheingau_musik_festival_de,0,Discovered via Bachtrack BT0156; classification=concert_organization; review_confidence=high; evidence=https://www.rheingau-musik-festival.de/programm-karten/programmuebersicht/detail/jan-lisiecki-royal-scottish-national-orchestra-thomas-soendergaard; Official classical festival calendar.
https://www.staatsoper-stuttgart.de/,DE,,crawlers/de/staatsoper_stuttgart_de,0,Discovered via Bachtrack BT0173; classification=concert_organization; review_confidence=high; evidence=https://www.staatsoper-stuttgart.de/en/schedule/a-z/eine-reise-durchs-opernhaus; Staatsoper Stuttgart official opera programme.
https://www.staatstheater-kassel.de/,DE,,crawlers/de/staatstheater_kassel_de,0,Discovered via Bachtrack BT0174; classification=concert_organization; review_confidence=high; evidence=https://www.staatstheater-kassel.de/play/unfinishedrequiem_inthegutofhumanity-3326; State theatre and opera house programme.
https://www.symphonikerhamburg.de/,DE,,crawlers/de/symphonikerhamburg_de,0,Discovered via Bachtrack BT0179; classification=concert_organization; review_confidence=high; evidence=https://www.symphonikerhamburg.de/konzerte/1-symphoniekonzert-1395; Hamburger Symphoniker official concert calendar.
https://www.wdk-koeln.de/,DE,,crawlers/de/wdk_koeln_de,0,Discovered via Bachtrack BT0207; classification=concert_organization; review_confidence=high; evidence=https://www.wdk-koeln.de/de/konzerte/pittsburgh-symphony-orchestra/1988; Classical concert promoter calendar.
https://leigofestival.ee/,EE,,crawlers/ee/leigofestival_ee,0,Discovered via Bachtrack BT0096; classification=concert_organization; review_confidence=medium; evidence=https://leigofestival.ee/english; Human-approved for crawler-factory evaluation despite the English evidence page returning 404 and an active calendar not being confirmed.
https://vanemuine.ee/,EE,,crawlers/ee/vanemuine_ee,0,Discovered via Bachtrack BT0204; classification=concert_organization; review_confidence=high; evidence=https://vanemuine.ee/en/repertoire/carmina-burana-2/; National theatre with opera and classical repertoire.
https://www.auditoriodetenerife.com/,ES,,crawlers/es/auditoriodetenerife_com,0,Discovered via Bachtrack BT0015; classification=venue_or_presenter; review_confidence=high; evidence=https://www.auditoriodetenerife.com/es/evento/opera-en-minuscula-26/; Auditorium and opera presenter publishes its programme.
https://www.bcnclassics.cat/,ES,,crawlers/es/bcnclassics_cat,0,Discovered via Bachtrack BT0024; classification=concert_organization; review_confidence=high; evidence=https://www.bcnclassics.cat/en/concert/123/gustavo-dudamel-new-york-philharmonic; Classical concert promoter calendar.
https://www.liceubarcelona.cat/,ES,,crawlers/es/liceubarcelona_cat,0,Discovered via Bachtrack BT0098; classification=concert_organization; review_confidence=high; evidence=https://www.liceubarcelona.cat/en/requiem-verdi; Gran Teatre del Liceu official opera programme.
https://www.palaumusica.cat/,ES,,crawlers/es/palaumusica_cat,0,Discovered via Bachtrack BT0143; classification=venue_or_presenter; review_confidence=high; evidence=https://www.palaumusica.cat/en/emma-stratton_1591771; Palau de la Música official concert programme.
https://www.teatrodelamaestranza.es/,ES,,crawlers/es/teatrodelamaestranza_es,0,Discovered via Bachtrack BT0180; classification=concert_organization; review_confidence=high; evidence=https://www.teatrodelamaestranza.es/en/shows/detalle/505/orquesta-del-festival-de-bayreuth/; Official opera house programme.
https://www.teatroreal.es/,ES,,crawlers/es/teatroreal_es,0,Discovered via Bachtrack BT0181; classification=concert_organization; review_confidence=high; evidence=https://www.teatroreal.es/es/espectaculo/gira-orquesta-del-festival-bayreuth; Official Teatro Real programme.
https://helsinkifestival.fi/,FI,,crawlers/fi/helsinkifestival_fi,0,Discovered via Bachtrack BT0079; classification=concert_organization; review_confidence=medium; evidence=https://helsinkifestival.fi/en/event/czech-philharmonic-semyon-bychkov-janine-jansen/; Multi-arts festival with substantial classical programme.
https://bru-zane.com/,FR,,crawlers/fr/bru_zane_com,0,Discovered via Bachtrack BT0042; classification=concert_organization; review_confidence=high; evidence=https://bru-zane.com/en/evento/melodies-francaises/; Official French Romantic music centre events calendar.
https://onct.toulouse.fr/,FR,,crawlers/fr/onct_toulouse_fr,0,Discovered via Bachtrack BT0125; classification=concert_organization; review_confidence=high; evidence=https://onct.toulouse.fr/star-wars-lempire-contre-attaque/; Orchestre National du Capitole de Toulouse programme.
https://opera.toulouse.fr/,FR,,crawlers/fr/opera_toulouse_fr,0,Discovered via Bachtrack BT0130; classification=concert_organization; review_confidence=high; evidence=https://opera.toulouse.fr/medee-5427762/; Official Theatre du Capitole opera programme.
https://philharmoniedeparis.fr/,FR,,crawlers/fr/philharmoniedeparis_fr,0,Discovered via Bachtrack BT0147; classification=venue_or_presenter; review_confidence=high; evidence=https://philharmoniedeparis.fr/fr/activite/concert-symphonique/29167-met-orchestra-yannick-nezet-seguin-1; Major concert venue's own programme.
https://philharmonique.strasbourg.eu/,FR,,crawlers/fr/philharmonique_strasbourg_eu,0,Discovered via Bachtrack BT0148; classification=concert_organization; review_confidence=high; evidence=https://philharmonique.strasbourg.eu/detail-evenement/-/entity/id/575224706/une-vie-de-heros; Official Strasbourg Philharmonic programme.
https://www.arts-florissants.org/,FR,,crawlers/fr/arts_florissants_org,0,Discovered via Bachtrack BT0012; classification=concert_organization; review_confidence=high; evidence=https://www.arts-florissants.org/evenements/apres-midis-dans-les-jardins-3; Official early-music ensemble events programme.
https://www.festival-piano.com/,FR,,crawlers/fr/festival_piano_com,0,Discovered via Bachtrack BT0068; classification=concert_organization; review_confidence=high; evidence=https://www.festival-piano.com/fpr_spectacle/31-07-26-16h-pagnol-miki-yamagata/; La Roque d'Antheron piano festival programme.
https://www.festival-vezere.com/,FR,,crawlers/fr/festival_vezere_com,0,Discovered via Bachtrack BT0069; classification=concert_organization; review_confidence=high; evidence=https://www.festival-vezere.com/concerts/denis-podalydes-comedien-jodyline-gallavardin-piano; Official classical festival concert programme.
https://www.festivalpablocasals.fr/,FR,,crawlers/fr/festivalpablocasals_fr,0,Discovered via Bachtrack BT0070; classification=concert_organization; review_confidence=high; evidence=https://www.festivalpablocasals.fr/evenement/michiaki-ueno-alexandra-soumm-jose-gallardo/; Official Pablo Casals classical festival programme.
https://www.grandesheuresdecluny.com/,FR,,crawlers/fr/grandesheuresdecluny_com,0,Discovered via Bachtrack BT0074; classification=concert_organization; review_confidence=high; evidence=https://www.grandesheuresdecluny.com/melancolie-romantique; Les Grandes Heures de Cluny classical festival programme.
https://www.insulaorchestra.fr/,FR,,crawlers/fr/insulaorchestra_fr,0,Discovered via Bachtrack BT0081; classification=concert_organization; review_confidence=high; evidence=https://www.insulaorchestra.fr/en/evenement/beethoven-eroica-3/; Official orchestra events calendar.
https://www.mosaic-festival.com/,FR,,crawlers/fr/mosaic_festival_com,0,Discovered via Bachtrack BT0065; classification=concert_organization; review_confidence=medium; evidence=https://www.mosaic-festival.com/festival/; Eventbrite listing is for Mosaic; official festival site publishes its programme.
https://www.musiqueetnature.fr/,FR,,crawlers/fr/musiqueetnature_fr,0,Discovered via Bachtrack BT0113; classification=concert_organization; review_confidence=high; evidence=https://www.musiqueetnature.fr/programme-musique-bauges-nature-festival/trois-visages-du-romantisme/; Musique et Nature classical festival programme.
https://www.opera-lille.fr/,FR,,crawlers/fr/opera_lille_fr,0,Discovered via Bachtrack BT0126; classification=concert_organization; review_confidence=high; evidence=https://www.opera-lille.fr/spectacle/dune-rive-a-lautre/; Official opera house programme.
https://www.operadeparis.fr/,FR,,crawlers/fr/operadeparis_fr,0,Discovered via Bachtrack BT0132; classification=concert_organization; review_confidence=high; evidence=https://www.operadeparis.fr/saison-26-27/concert-et-recital/recital-katia-et-marielle-labeque; Official opera house season.
https://www.quatuors-luberon.org/,FR,,crawlers/fr/quatuors_luberon_org,0,Discovered via Bachtrack BT0153; classification=concert_organization; review_confidence=high; evidence=https://www.quatuors-luberon.org/new/programme.php; Official chamber-music festival programme.
https://www.theatrechampselysees.fr/,FR,,crawlers/fr/theatrechampselysees_fr,0,Discovered via Bachtrack BT0184; classification=venue_or_presenter; review_confidence=high; evidence=https://www.theatrechampselysees.fr/saison-2026-27/opera-en-concert/le-crepuscule-des-dieux; Major theatre with extensive classical and opera calendar.
https://3choirs.org/,GB,,crawlers/gb/3choirs_org,0,Discovered via Bachtrack BT0002; classification=concert_organization; review_confidence=high; evidence=https://3choirs.org/events/in-town-and-country/; Three Choirs Festival publishes its own festival events.
https://actorschurch.org/,GB,,crawlers/gb/actorschurch_org,0,Discovered via Bachtrack BT0006; classification=venue_or_presenter; review_confidence=medium; evidence=https://actorschurch.org/whatson/seven-tones-of-love---romantics-and-poets/; St Paul's Covent Garden publishes a whatson calendar including classical recitals.
https://amadeusorchestra.co.uk/,GB,,crawlers/gb/amadeusorchestra_co_uk,0,Discovered via Bachtrack BT0198; classification=concert_organization; review_confidence=medium; evidence=https://www.ticketsoxford.com/events/the-snowman-in-concert; Resolved generic ticket listing to the customer Amadeus Orchestra's official concert calendar.
https://bechsteinhall.com/,GB,,crawlers/gb/bechsteinhall_com,0,Discovered via Bachtrack BT0025; classification=venue_or_presenter; review_confidence=high; evidence=https://bechsteinhall.com/events/on-this-island/; Dedicated classical-music venue calendar.
https://bmusic.co.uk/,GB,,crawlers/gb/bmusic_co_uk,0,Discovered via Bachtrack BT0035; classification=venue_or_presenter; review_confidence=high; evidence=https://bmusic.co.uk/events/the-national-youth-orchestra-with-thomas-ades; B:Music operates Symphony Hall and publishes its programme.
https://brightondome.org/,GB,,crawlers/gb/brightondome_org,0,Discovered via Bachtrack BT0039; classification=venue_or_presenter; review_confidence=high; evidence=https://brightondome.org/whats-on/LSK-gildas-quartet/; Venue publishes classical chamber-concert listings.
https://bristolbeacon.org/,GB,,crawlers/gb/bristolbeacon_org,0,Discovered via Bachtrack BT0040; classification=venue_or_presenter; review_confidence=medium; evidence=https://bristolbeacon.org/whats-on/the-snowman-and-paddington-bear/; Major venue with recurring classical concert programming.
https://bsolive.com/,GB,,crawlers/gb/bsolive_com,0,Discovered via Bachtrack BT0043; classification=concert_organization; review_confidence=high; evidence=https://bsolive.com/events/from-darkness-to-light-weymouth/; Official Bournemouth Symphony Orchestra events calendar.
https://cadoganhall.com/,GB,,crawlers/gb/cadoganhall_com,0,Discovered via Bachtrack BT0044; classification=venue_or_presenter; review_confidence=high; evidence=https://cadoganhall.com/whats-on/faure-requiem-with-royal-philharmonic-orchestra-and-brighton-festival-chorus/; Cadogan Hall official programme with substantial classical events.
https://cbso.co.uk/,GB,,crawlers/gb/cbso_co_uk,0,Discovered via Bachtrack BT0005; classification=concert_organization; review_confidence=high; evidence=https://cbso.co.uk/events/ex-cathedra-britten-at-christmas; Account subdomain is CBSO ticket checkout; use orchestra programme.
https://cedarshallwells.co.uk/,GB,,crawlers/gb/cedarshallwells_co_uk,0,Discovered via Bachtrack BT0048; classification=venue_or_presenter; review_confidence=medium; evidence=https://cedarshallwells.co.uk/events/chinese-folk-music-concert/; Concert hall publishes events including classical concerts.
https://cheltenhamtownhall.org.uk/,GB,,crawlers/gb/cheltenhamtownhall_org_uk,0,Discovered via Bachtrack BT0050; classification=venue_or_presenter; review_confidence=medium; evidence=https://cheltenhamtownhall.org.uk/event/english-symphony-orchestra-portraits-and-landscapes/; Official venue calendar includes orchestral programming.
https://citymusicpromotions.co.uk/,GB,,crawlers/gb/citymusicpromotions_co_uk,0,Discovered via Bachtrack BT0066; classification=concert_organization; review_confidence=high; evidence=https://citymusicpromotions.co.uk/series/; Resolved Eventim Light checkout to City Music Promotions which publishes over 100 classical concerts annually.
https://cultureedinburgh.com/,GB,,crawlers/gb/cultureedinburgh_com,0,Discovered via Bachtrack BT0056; classification=broad_event_source; review_confidence=medium; evidence=https://cultureedinburgh.com/events/bbc-sso-26-27-tchaikovskys-fifth-symphony; Human-approved broad city culture source for crawler-factory evaluation.
https://halle.co.uk/,GB,,crawlers/gb/halle_co_uk,0,Discovered via Bachtrack BT0076; classification=concert_organization; review_confidence=high; evidence=https://halle.co.uk/event/opening-night-26/; Official Hallé orchestra calendar.
https://hgo.org.uk/,GB,,crawlers/gb/hgo_org_uk,0,Discovered via Bachtrack BT0199; classification=concert_organization; review_confidence=high; evidence=https://hgo.org.uk/about/; TicketTailor customer HGO Trust is official Hampstead Garden Opera.
https://lfo.org.uk/,GB,,crawlers/gb/lfo_org_uk,0,Discovered via Bachtrack BT0097; classification=concert_organization; review_confidence=high; evidence=https://lfo.org.uk/opera/hansel-and-gretel; Official Longborough Festival Opera programme.
https://londoncoliseum.org/,GB,,crawlers/gb/londoncoliseum_org,0,Discovered via Bachtrack BT0100; classification=venue_or_presenter; review_confidence=high; evidence=https://londoncoliseum.org/events/nutcracker-2026/; Opera and ballet venue with substantial classical programme.
https://lpo.org.uk/,GB,,crawlers/gb/lpo_org_uk,0,Discovered via Bachtrack BT0102; classification=concert_organization; review_confidence=high; evidence=https://lpo.org.uk/event/edward-gardner-conducts-brittens-war-requiem/; Official London Philharmonic Orchestra events.
https://marlowetheatre.com/,GB,,crawlers/gb/marlowetheatre_com,0,Discovered via Bachtrack BT0106; classification=broad_event_source; review_confidence=medium; evidence=https://marlowetheatre.com/shows/english-national-ballet-carmen/; Human-approved broad theatre source for crawler-factory evaluation; evidence is a touring ballet.
https://operahollandpark.com/,GB,,crawlers/gb/operahollandpark_com,0,Discovered via Bachtrack BT0133; classification=concert_organization; review_confidence=high; evidence=https://operahollandpark.com/productions/opera-prelude-trouble-in-tahiti-seven-deadly-sins/; Official opera festival programme.
https://oxfordphil.com/,GB,,crawlers/gb/oxfordphil_com,0,Discovered via Bachtrack BT0141; classification=concert_organization; review_confidence=high; evidence=https://oxfordphil.com/event/english-melodies-3/; Official orchestra events calendar.
https://oxfordpianofestival.com/,GB,,crawlers/gb/oxfordpianofestival_com,0,Discovered via Bachtrack BT0142; classification=concert_organization; review_confidence=high; evidence=https://oxfordpianofestival.com/event/marios-papadopoulos-masterclass-7/; Official piano festival programme.
https://philharmonia.co.uk/,GB,,crawlers/gb/philharmonia_co_uk,0,Discovered via Bachtrack BT0146; classification=concert_organization; review_confidence=high; evidence=https://philharmonia.co.uk/whats-on/fire-in-my-mouth-with-marin-alsop/; Philharmonia Orchestra official events.
https://sohoplace.org/,GB,,crawlers/gb/sohoplace_org,0,Discovered via Bachtrack BT0170; classification=broad_event_source; review_confidence=medium; evidence=https://sohoplace.org/shows/tao-of-glass/; Human-approved broad theatre source for crawler-factory evaluation.
https://stmarylebone.org/,GB,,crawlers/gb/stmarylebone_org,0,Discovered via Bachtrack BT0177; classification=venue_or_presenter; review_confidence=medium; evidence=https://stmarylebone.org/wp-content/uploads/2025/05/Signed-Annual-Report-for-the-APCM.pdf; Resolved ChurchSuite ticket subdomain to church's own site; evidence documents a recurring classical concert and festival programme.
https://theglasshouseicm.org/,GB,,crawlers/gb/theglasshouseicm_org,0,Discovered via Bachtrack BT0186; classification=venue_or_presenter; review_confidence=high; evidence=https://theglasshouseicm.org/whats-on/lammermuir-festival-jeremy-denk-plays-mozart-piano-concertos-i/; International music centre with substantial classical programme.
https://thesixteen.com/,GB,,crawlers/gb/thesixteen_com,0,Discovered via Bachtrack BT0187; classification=concert_organization; review_confidence=high; evidence=https://thesixteen.com/event/the-choral-pilgrimage-2026-hereford/; Official choral ensemble calendar.
https://wno.org.uk/,GB,,crawlers/gb/wno_org_uk,0,Discovered via Bachtrack BT0210; classification=concert_organization; review_confidence=high; evidence=https://wno.org.uk/whats-on/jason/; Official Welsh National Opera programme.
https://www.1901artsclub.com/,GB,,crawlers/gb/1901artsclub_com,0,Discovered via Bachtrack BT0001; classification=concert_organization; review_confidence=high; evidence=https://www.1901artsclub.com/18-oct-2026-music-by-julian-dawes.html; Official chamber-music club publishes concert listings.
https://www.aberdeenperformingarts.com/,GB,,crawlers/gb/aberdeenperformingarts_com,0,Discovered via Bachtrack BT0004; classification=venue_or_presenter; review_confidence=high; evidence=https://www.aberdeenperformingarts.com/whats-on/bbc-sso-tchaikovskys-violin-concerto/; Official Aberdeen venue network publishes concert calendar.
https://www.alexandrapalace.com/,GB,,crawlers/gb/alexandrapalace_com,0,Discovered via Bachtrack BT0007; classification=venue_or_presenter; review_confidence=medium; evidence=https://www.alexandrapalace.com/whats-on/monteverdi-choir-rossini/; Venue publishes events including major classical concerts.
https://www.ballet.org.uk/,GB,,crawlers/gb/ballet_org_uk,0,Discovered via Bachtrack BT0018; classification=broad_event_source; review_confidence=medium; evidence=https://www.ballet.org.uk/production/carmen/; Human-approved broad dance source for crawler-factory evaluation; English National Ballet official site.
